"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/2024","67760.8","67533.9","67861.0","67449.6","19.01K","0.34%"
"06/02/2024","67773.5","67760.8","68447.5","67330.6","30.63K","0.02%"
"06/03/2024","68807.8","67763.3","70131.0","67616.8","69.42K","1.53%"
"06/04/2024","70549.2","68808.0","71034.2","68564.3","75.69K","2.53%"
"06/05/2024","71083.7","70550.9","71744.4","70397.1","67.06K","0.76%"
"06/06/2024","70791.5","71083.6","71616.1","70178.7","49.79K","-0.41%"
"06/07/2024","69347.9","70793.4","71956.5","68620.7","82.62K","-2.04%"
"06/08/2024","69310.1","69347.0","69572.1","69222.4","23.03K","-0.05%"
"06/09/2024","69650.6","69310.5","69847.8","69136.7","20.99K","0.49%"
"06/10/2024","69538.2","69650.2","70152.5","69259.9","39.12K","-0.16%"
"06/11/2024","67319.8","69537.9","69573.3","66197.8","96.70K","-3.19%"
"06/12/2024","68260.1","67320.9","69990.8","66911.5","85.55K","1.40%"
"06/13/2024","66773.1","68260.6","68384.6","66324.3","66.36K","-2.18%"
"06/14/2024","66034.8","66775.2","67347.7","65076.5","65.18K","-1.11%"
"06/15/2024","66223.0","66034.1","66446.4","65895.1","24.05K","0.29%"
"06/16/2024","66674.7","66223.0","66951.4","66038.1","20.74K","0.68%"
"06/17/2024","66498.8","66672.9","67253.8","65115.4","66.09K","-0.26%"
"06/18/2024","65159.9","66495.7","66571.2","64098.4","93.72K","-2.01%"
"06/19/2024","64980.9","65159.8","65706.4","64705.6","42.96K","-0.27%"
"06/20/2024","64854.3","64982.1","66474.2","64566.7","56.24K","-0.19%"
"06/21/2024","64128.5","64854.3","65054.9","63427.9","60.86K","-1.12%"
"06/22/2024","64261.0","64131.9","64523.9","63944.0","17.55K","0.21%"
"06/23/2024","63196.2","64261.0","64518.9","63195.3","19.94K","-1.66%"
"06/24/2024","60292.7","63201.6","63357.1","58589.9","120.60K","-4.59%"
"06/25/2024","61809.4","60292.0","62266.0","60262.2","77.28K","2.52%"
"06/26/2024","60849.4","61809.9","62469.4","60715.1","54.95K","-1.55%"
"06/27/2024","61685.3","60848.3","62351.2","60629.4","48.79K","1.37%"
"06/28/2024","60403.3","61684.6","62175.4","60081.9","58.95K","-2.08%"
"06/29/2024","60973.4","60403.7","61192.8","60382.8","26.56K","0.94%"
"06/30/2024","62754.3","60973.1","63006.6","60703.7","37.21K","2.92%"
"07/01/2024","62890.1","62768.8","63842.1","62558.0","59.94K","0.22%"
"07/02/2024","62103.3","62888.3","63257.0","61797.6","46.52K","-1.25%"
"07/03/2024","60199.3","62104.9","62263.6","59466.6","73.34K","-3.07%"
"07/04/2024","57026.3","60201.4","60463.0","56812.7","116.38K","-5.27%"
"07/05/2024","56641.8","57025.7","57471.1","53883.4","175.51K","-0.67%"
"07/06/2024","58259.2","56640.0","58462.0","56026.8","46.91K","2.86%"
"07/07/2024","55861.1","58240.2","58394.6","55756.3","41.12K","-4.12%"
"07/08/2024","56724.7","55850.2","58115.8","54320.0","102.91K","1.55%"
"07/09/2024","58039.4","56721.3","58234.0","56306.3","64.25K","2.32%"
"07/10/2024","57746.7","58040.2","59393.8","57185.3","59.60K","-0.50%"
"07/11/2024","57337.3","57745.9","59404.4","57095.0","66.40K","-0.71%"
"07/12/2024","57885.1","57338.3","58520.9","56575.7","56.84K","0.96%"
"07/13/2024","59209.8","57897.4","59826.5","57770.6","34.28K","2.29%"
"07/14/2024","60794.9","59207.9","61326.9","59207.9","47.48K","2.68%"
"07/15/2024","64782.4","60794.7","64869.5","60678.8","96.02K","6.56%"
"07/16/2024","65049.7","64749.2","65319.5","62430.8","93.63K","0.41%"
"07/17/2024","64089.2","65052.8","66051.5","63897.5","66.11K","-1.48%"
"07/18/2024","63980.5","64090.4","65102.0","63253.5","51.27K","-0.17%"
"07/19/2024","66677.4","63981.2","67390.4","63326.1","82.87K","4.22%"
"07/20/2024","67148.5","66677.0","67586.4","66257.4","32.94K","0.71%"
"07/21/2024","68158.7","67147.8","68352.9","65825.6","47.19K","1.50%"
"07/22/2024","67553.6","68158.4","68468.9","66601.8","54.88K","-0.89%"
"07/23/2024","65937.8","67550.4","67750.2","65512.9","69.58K","-2.39%"
"07/24/2024","65370.5","65936.8","67072.1","65155.2","52.47K","-0.86%"
"07/25/2024","65799.3","65363.9","66088.6","63500.9","77.46K","0.66%"
"07/26/2024","67908.6","65799.7","68205.0","65764.3","59.13K","3.21%"
"07/27/2024","67843.1","67910.8","69387.6","66776.8","67.99K","-0.10%"
"07/28/2024","68256.3","67888.9","68291.9","67067.8","26.17K","0.61%"
"07/29/2024","66798.7","68256.3","70000.2","66544.5","85.67K","-2.14%"
"07/30/2024","66184.9","66796.1","66998.3","65328.7","54.43K","-0.92%"
"07/31/2024","64626.0","66185.4","66825.6","64538.3","51.52K","-2.36%"
"08/01/2024","65372.9","64625.7","65587.9","62303.9","84.20K","1.16%"
"08/02/2024","61478.7","65351.8","65567.1","61242.3","93.89K","-5.96%"
"08/03/2024","60696.7","61480.8","62184.2","59914.6","65.74K","-1.27%"
"08/04/2024","58141.8","60700.2","61086.5","57346.9","72.71K","-4.21%"
"08/05/2024","53979.0","58142.9","58291.4","49486.9","333.46K","-7.16%"
"08/06/2024","56057.8","54010.8","57025.6","53998.2","113.89K","3.85%"
"08/07/2024","55120.9","56049.9","57669.6","54598.5","94.52K","-1.67%"
"08/08/2024","61699.7","55112.8","62563.5","54786.9","109.77K","11.94%"
"08/09/2024","60850.6","61697.8","61712.3","59570.2","69.55K","-1.38%"
"08/10/2024","60931.7","60844.5","61344.5","60264.2","22.91K","0.13%"
"08/11/2024","58713.3","60929.8","61677.3","58388.7","41.06K","-3.64%"
"08/12/2024","59350.0","58711.7","60606.2","57689.0","79.31K","1.08%"
"08/13/2024","60595.2","59350.2","61537.0","58492.4","62.92K","2.10%"
"08/14/2024","58707.8","60594.6","61543.0","58491.2","64.79K","-3.11%"
"08/15/2024","57534.6","58710.1","59831.4","56275.7","81.47K","-2.00%"
"08/16/2024","58877.2","57545.1","59817.3","57129.1","64.01K","2.33%"
"08/17/2024","59483.1","58877.8","59659.5","58825.5","18.51K","1.03%"
"08/18/2024","58446.3","59485.4","60216.3","58436.1","30.82K","-1.74%"
"08/19/2024","59470.9","58445.8","59598.5","57872.0","49.19K","1.75%"
"08/20/2024","59005.8","59470.3","61331.6","58612.0","69.77K","-0.78%"
"08/21/2024","61158.1","59010.0","61812.0","58831.1","91.31K","3.65%"
"08/22/2024","60372.2","61158.3","61399.7","59815.8","74.39K","-1.29%"
"08/23/2024","64053.1","60374.7","64830.1","60354.4","125.50K","6.10%"
"08/24/2024","64159.3","64061.7","64458.9","63579.5","54.14K","0.17%"
"08/25/2024","64273.2","64160.7","64939.2","63796.6","41.61K","0.18%"
"08/26/2024","62846.2","64240.7","64472.5","62841.1","68.89K","-2.22%"
"08/27/2024","59450.9","62832.2","63201.4","58187.3","108.53K","-5.40%"
"08/28/2024","59016.0","59425.6","60198.4","57912.1","109.47K","-0.73%"
"08/29/2024","59373.5","59027.3","61150.6","58807.1","87.19K","0.61%"
"08/30/2024","59119.7","59371.7","59817.6","57874.7","87.31K","-0.43%"
"08/31/2024","58978.6","59120.4","59447.0","58761.1","30.86K","-0.24%"
"09/01/2024","57315.7","58975.7","59058.7","57232.4","63.95K","-2.82%"
"09/02/2024","59134.0","57309.0","59416.6","57185.8","73.18K","3.17%"
"09/03/2024","57479.8","59133.7","59799.7","57436.9","74.77K","-2.80%"
"09/04/2024","57973.4","57490.4","58508.8","55732.1","108.44K","0.86%"
"09/05/2024","56183.2","57970.7","58318.9","55744.6","90.36K","-3.09%"
"09/06/2024","53966.8","56179.7","56969.1","52644.6","155.84K","-3.94%"
"09/07/2024","54156.5","53965.0","54819.2","53754.3","58.11K","0.35%"
"09/08/2024","54861.3","54161.4","55292.7","53642.4","51.99K","1.30%"
"09/09/2024","57049.6","54868.0","57956.7","54595.4","105.33K","3.99%"
"09/10/2024","57635.0","57045.6","58019.9","56415.3","77.65K","1.03%"
"09/11/2024","57338.7","57638.0","57975.9","55576.6","102.15K","-0.51%"
"09/12/2024","58134.5","57335.5","58484.1","57329.6","98.42K","1.39%"
"09/13/2024","60511.6","58134.4","60625.4","57656.8","102.12K","4.09%"
"09/14/2024","59995.4","60514.8","60609.4","59494.3","44.47K","-0.85%"
"09/15/2024","59138.5","59995.6","60377.6","58717.9","47.01K","-1.43%"
"09/16/2024","58213.1","59126.2","59204.3","57527.8","87.60K","-1.56%"
"09/17/2024","60309.1","58213.1","61309.0","57630.2","106.30K","3.60%"
"09/18/2024","61757.6","60308.5","61757.6","59210.7","105.57K","2.40%"
"09/19/2024","62938.6","61754.8","63849.6","61596.5","120.17K","1.91%"
"09/20/2024","63201.2","62942.4","64085.1","62367.1","90.65K","0.42%"
"09/21/2024","63348.1","63201.2","63526.3","62778.6","33.20K","0.23%"
"09/22/2024","63572.7","63351.2","63998.2","62394.6","48.86K","0.35%"
"09/23/2024","63331.8","63575.4","64723.4","62650.0","75.66K","-0.38%"
"09/24/2024","64256.8","63335.9","64664.1","62740.8","76.71K","1.46%"
"09/25/2024","63156.5","64262.9","64788.4","62952.8","62.72K","-1.71%"
"09/26/2024","65175.7","63157.2","65770.9","62693.3","96.06K","3.20%"
"09/27/2024","65776.3","65168.8","66440.7","64839.2","80.55K","0.92%"
"09/28/2024","65866.5","65775.6","66232.5","65438.1","35.00K","0.14%"
"09/29/2024","65607.1","65862.8","66065.7","65436.8","32.60K","-0.39%"
"09/30/2024","63339.2","65607.0","65607.0","62901.1","101.70K","-3.46%"
"10/01/2024","60835.5","63329.9","64125.3","60195.9","134.93K","-3.95%"
"10/02/2024","60645.7","60834.2","62339.8","60002.7","98.94K","-0.31%"
"10/03/2024","60751.2","60642.0","61468.9","59904.4","82.43K","0.17%"
"10/04/2024","62081.0","60751.4","62471.7","60469.3","72.71K","2.19%"
"10/05/2024","62061.4","62085.5","62366.8","61705.7","30.15K","-0.03%"
"10/06/2024","62819.4","62062.0","62934.5","61495.4","31.72K","1.22%"
"10/07/2024","62245.6","62819.8","64449.3","62175.8","86.27K","-0.91%"
"10/08/2024","62157.0","62226.9","63196.6","61883.2","63.75K","-0.14%"
"10/09/2024","60628.8","62157.0","62537.0","60355.5","68.79K","-2.46%"
"10/10/2024","60316.2","60628.9","61304.6","59075.7","83.86K","-0.52%"
"10/11/2024","62499.4","60317.5","63385.1","60080.6","86.38K","3.62%"
"10/12/2024","63205.1","62506.6","63463.1","62486.1","40.91K","1.13%"
"10/13/2024","62870.9","63205.4","63284.6","62054.2","42.26K","-0.53%"
"10/14/2024","66081.7","62870.7","66476.6","62463.7","122.09K","5.11%"
"10/15/2024","67077.5","66084.1","67821.9","64850.6","136.72K","1.51%"
"10/16/2024","67617.9","67075.1","68389.4","66766.6","98.30K","0.81%"
"10/17/2024","67418.4","67618.1","67933.5","66677.3","84.68K","-0.30%"
"10/18/2024","68423.1","67416.5","68990.3","67190.9","99.20K","1.49%"
"10/19/2024","68372.0","68426.4","68688.8","68025.5","33.29K","-0.07%"
"10/20/2024","69030.5","68373.3","69386.4","67443.9","44.92K","0.96%"
"10/21/2024","67371.3","69030.5","69490.8","66845.5","109.28K","-2.40%"
"10/22/2024","67427.3","67370.8","67815.3","66609.4","86.76K","0.08%"
"10/23/2024","66663.7","67428.6","67441.1","65246.7","84.99K","-1.13%"
"10/24/2024","68191.5","66659.2","68831.8","66510.6","82.78K","2.29%"
"10/25/2024","66696.8","68191.9","68756.8","65644.2","110.51K","-2.19%"
"10/26/2024","67086.8","66694.5","67408.4","66443.8","42.05K","0.58%"
"10/27/2024","68004.6","67084.7","68308.0","66924.6","33.58K","1.37%"
"10/28/2024","69954.1","68011.9","70203.4","67610.0","103.97K","2.87%"
"10/29/2024","72730.4","69957.2","73569.4","69753.2","168.60K","3.97%"
"10/30/2024","72347.8","72732.5","72907.4","71460.0","99.05K","-0.53%"
"10/31/2024","70281.8","72343.7","72685.7","69674.5","111.29K","-2.86%"
"11/01/2024","69507.2","70278.7","71598.4","68846.0","130.46K","-1.10%"
"11/02/2024","69325.8","69499.3","69896.9","69029.0","38.72K","-0.26%"
"11/03/2024","68769.6","69334.8","69383.6","67514.2","83.16K","-0.80%"
"11/04/2024","67848.8","68770.3","69483.4","66834.0","101.31K","-1.34%"
"11/05/2024","69373.7","67848.3","70495.6","67473.6","108.95K","2.25%"
"11/06/2024","75586.3","69374.1","76401.4","69323.0","357.28K","8.96%"
"11/07/2024","75868.6","75585.5","76837.8","74448.2","184.16K","0.37%"
"11/08/2024","76517.3","75869.8","77188.5","75599.0","155.17K","0.85%"
"11/09/2024","76700.3","76506.1","76904.0","75732.5","72.97K","0.24%"
"11/10/2024","80388.5","76681.4","81373.5","76520.5","193.83K","4.81%"
"11/11/2024","88664.1","80389.0","89519.0","80231.8","254.04K","10.29%"
"11/12/2024","87941.3","88665.0","89929.6","85122.2","288.68K","-0.82%"
"11/13/2024","90422.2","87971.2","93226.6","86168.4","257.57K","2.82%"
"11/14/2024","87294.0","90424.8","91726.7","86740.2","153.34K","-3.46%"
"11/15/2024","91046.5","87297.2","91833.1","87118.8","158.19K","4.30%"
"11/16/2024","90539.1","91035.3","91748.9","90079.0","79.82K","-0.56%"
"11/17/2024","89833.7","90569.4","91441.6","88736.1","81.24K","-0.78%"
"11/18/2024","90478.7","89843.3","92567.1","89410.4","150.47K","0.72%"
"11/19/2024","92239.2","90482.1","93918.5","90378.7","146.04K","1.95%"
"11/20/2024","94303.9","92252.6","94836.1","91517.4","121.46K","2.24%"
"11/21/2024","98374.5","94308.7","98937.2","94063.8","179.07K","4.32%"
"11/22/2024","98929.7","98381.2","99617.4","97182.2","132.23K","0.56%"
"11/23/2024","97699.0","98927.2","98927.2","97180.9","72.17K","-1.24%"
"11/24/2024","97935.2","97696.4","98552.6","95765.4","77.04K","0.24%"
"11/25/2024","93064.4","97948.8","98872.4","92875.3","124.98K","-4.97%"
"11/26/2024","91977.6","93046.5","94978.8","90817.2","131.88K","-1.17%"
"11/27/2024","95886.6","91975.5","97219.8","91795.5","106.39K","4.25%"
"11/28/2024","95645.5","95881.4","96549.0","94648.8","68.17K","-0.25%"
"11/29/2024","97438.0","95645.6","98599.8","95405.7","76.54K","1.87%"
"11/30/2024","96405.7","97438.5","97461.9","96119.6","36.92K","-1.06%"
"12/01/2024","97201.4","96404.7","97813.9","95721.8","42.90K","0.83%"